Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX13,OUT049,4021.692726538764
FDP58,OUT035,3556.703231193169
NCK31,OUT019,-1038.491172287846
FDA35,OUT018,1744.9053740666131
FDV37,OUT018,2938.6858336465084
NCO07,OUT027,4827.061068976691
FDA20,OUT045,2946.282597108613
FDZ59,OUT035,2811.7401054604125
NCY17,OUT017,854.8226959641906
FDQ28,OUT035,2555.721756932864
FDV35,OUT017,2589.504146712803
FDQ36,OUT013,654.1659471581515
FDD34,OUT018,2328.2957059744076
FDK51,OUT045,4098.486610793407
FDV31,OUT035,2876.9532892559073
FDR04,OUT035,1635.8941016214812
FDR14,OUT049,899.6155425899778
DRC36,OUT010,880.3605834568298
FDE39,OUT019,7.072661723199417
FDP57,OUT049,1726.0567023049807
FDE57,OUT046,2344.8565376942424
NCN18,OUT046,1785.198939369744
NCQ05,OUT018,2120.024932217246
FDW47,OUT035,2000.231159881776
FDV46,OUT035,2304.5059391471004
NCP29,OUT045,951.111390106802
FDE09,OUT018,1548.245359324079
NCU06,OUT027,5042.132060305274
FDT19,OUT010,879.6395728449424
DRF15,OUT017,2535.2837812638463
DRI51,OUT013,2702.841870209115
NCX54,OUT013,1679.8599388034781
DRE01,OUT013,3791.333072172609
NCB07,OUT045,2994.623122125966
FDU50,OUT035,1934.4506301536458
FDG40,OUT035,666.3569972416444
FDW10,OUT018,2500.016049402664
FDX51,OUT013,3168.9276597498683
NCP17,OUT045,976.3691351974703
FDP21,OUT035,3022.641119671811
FDL04,OUT045,1590.015581772066
FDV23,OUT013,1998.8038316842285
FDF24,OUT046,1423.122028154583
FDH56,OUT027,3353.8524824602064
FDB51,OUT049,1037.4902773507201
FDI58,OUT027,3019.3459136524034
FDR20,OUT013,902.3719571942929
FDC51,OUT018,1715.8483593715646
FDB16,OUT027,2813.814653336056
FDE40,OUT049,1041.6844405340817
NCM17,OUT035,825.0446222241299
FDU56,OUT035,3089.230168217866
FDS32,OUT019,442.2993441114959
FDX02,OUT049,3560.731201196744
FDT39,OUT027,3840.27617159902
FDE35,OUT017,1166.8695583529188
NCI42,OUT019,1416.5733091141155
DRL23,OUT046,1765.4854254015954
FDA10,OUT046,1970.942813515896
FDA11,OUT013,1586.2525330098433
NCM06,OUT046,2520.643064973221
NCT05,OUT035,4167.578453265392
NCQ02,OUT010,1029.4142840771237
NCY06,OUT049,2089.1625990007306
FDY56,OUT035,3726.840336699097
FDL02,OUT035,1837.2155664789607
NCI06,OUT035,2866.845304360395
FDQ14,OUT045,2294.9866096711194
FDQ12,OUT017,3762.123224612049
FDP36,OUT046,898.2196431566845
FDK21,OUT027,5418.188683194458
FDO40,OUT045,2277.8269719570962
NCK54,OUT019,25.263989120619954
FDY09,OUT018,2534.78393977457
NCW30,OUT049,4148.243025869728
NCC55,OUT027,2020.3168166523974
FDE58,OUT018,1599.1851505143568
FDR39,OUT013,2950.2872994218196
FDU28,OUT049,3023.4845082534594
FDH08,OUT017,3796.869311175411
FDG35,OUT045,2812.775538426067
FDG22,OUT049,696.052798626406
FDC34,OUT035,2595.634711508741
FDP15,OUT018,3742.8402028255077
FDK34,OUT010,1870.333145661134
FDU45,OUT035,1998.7601145056396
FDQ04,OUT027,2059.528332777176
FDX22,OUT018,3096.558021631543
FDB45,OUT017,1853.5039205985668
NCH43,OUT027,4845.905743003008
DRE60,OUT046,3543.229633209834
FDD17,OUT027,5164.754829133875
NCM54,OUT017,2144.0113072338863
NCH55,OUT013,2040.6842025435908
NCT06,OUT017,2738.196574046291
FDA48,OUT027,4939.222119424347
FDY58,OUT027,5057.804256594827
FDO25,OUT045,3296.374830513407
FDN50,OUT045,1553.607092774866
FDH35,OUT035,2749.2948750104406
FDK09,OUT045,3518.133294217463
FDO16,OUT013,1360.7197683633567
FDW11,OUT045,999.3427031110332
FDU47,OUT027,3760.478012879743
NCQ42,OUT010,113.15263915155083
FDK55,OUT027,2906.008668338065
FDN08,OUT049,1988.394235380736
FDT57,OUT045,3700.4861911359767
FDJ12,OUT018,3064.735602244211
DRL59,OUT017,1025.1973546435474
NCN53,OUT046,654.3887903333089
FDO51,OUT010,-1118.684611107179
FDK56,OUT017,3144.804155518228
FDY12,OUT035,991.2443699765136
FDU15,OUT035,776.3690559252282
FDQ19,OUT046,3977.990705953358
DRF15,OUT045,2362.082328175282
DRE25,OUT019,-443.6512685873604
FDK57,OUT018,1623.0274291931419
FDD33,OUT010,1754.5487703516847
FDR34,OUT027,5114.200458317646
FDU04,OUT045,1876.4810198294872
FDE35,OUT019,-821.9640227973287
NCD31,OUT035,2665.6027356553095
FDJ56,OUT035,1677.8037154638732
NCU53,OUT046,2666.057125987718
FDD39,OUT035,3457.2885693524586
NCU17,OUT019,-258.21054107927193
FDJ20,OUT046,2083.7359051872045
NCW41,OUT018,2225.9889433536155
FDL52,OUT035,771.8622701422428
FDS39,OUT035,2370.597398415426
DRJ47,OUT045,2708.5627104207233
FDP13,OUT010,-1197.592403321818
DRK39,OUT010,-640.4132652339176
FDF28,OUT010,131.69702872968628
FDB09,OUT045,1982.3694758769852
FDM51,OUT046,1717.3979755797336
DRM49,OUT018,476.3742508359428
DRF23,OUT013,2817.687654739726
DRH01,OUT035,2803.6052287665516
FDH12,OUT027,3167.9363686463184
FDA28,OUT019,121.95720734522911
FDW37,OUT018,1192.7579181654291
FDF02,OUT046,1733.6876015846792
DRL37,OUT046,755.4380741092464
NCF43,OUT046,2321.6477084360668
FDH08,OUT010,1749.4677538892574
FDR34,OUT019,1785.5499384871946
NCK19,OUT049,3084.312425246462
NCD55,OUT018,418.58246533494093
FDT27,OUT049,3790.4772707105003
FDQ57,OUT045,2289.0628916560963
FDA47,OUT035,2712.1989920426568
DRG15,OUT027,2443.595194311725
FDE05,OUT018,2074.1554112868325
FDN46,OUT046,1579.7909312842821
FDX27,OUT027,2936.2689156467823
FDT51,OUT045,1776.9514891765866
FDU33,OUT013,800.2875772594998
FDJ16,OUT027,2388.4930468148523
FDD20,OUT019,115.99959406448761
FDT36,OUT049,616.1925036042958
DRF15,OUT027,3846.4191619714984
FDN52,OUT010,-505.84763486887095
FDC22,OUT027,4496.291101364623
FDX15,OUT045,2467.894298779487
FDT13,OUT013,3040.482769084978
FDU04,OUT017,2077.729693104353
FDU31,OUT019,1617.8585322509025
FDW59,OUT027,2862.1049717508577
NCO29,OUT046,2675.3960064714483
FDL15,OUT035,2530.571579054129
FDI41,OUT049,2386.2992248532973
FDQ48,OUT049,1708.7765972741036
DRI39,OUT013,902.7808525113214
FDI08,OUT013,4065.8188794128946
FDC21,OUT049,1902.1289771369047
FDF58,OUT035,1133.138426231235
FDS08,OUT010,949.3682184054196
FDE47,OUT045,1948.1625291578966
NCP18,OUT019,508.3778314621595
NCR41,OUT013,1601.6622214698873
FDA27,OUT013,4055.547140790033
FDA43,OUT035,3254.3283182702144
FDA49,OUT045,1368.0172040015314
NCE55,OUT018,2537.3494090684108
DRM49,OUT027,2211.0935702145507
FDF22,OUT027,4834.029821362885
FDQ15,OUT018,1050.2632273237105
NCS54,OUT017,2900.472994656171
NCY05,OUT013,646.5473450540012
FDR45,OUT046,3837.4241233838256
FDK57,OUT049,1983.2382696643617
FDF41,OUT010,1943.4829444174247
FDV21,OUT046,2072.2684088719107
FDD51,OUT046,753.0534265825409
FDF33,OUT046,2014.7652655942657
FDA38,OUT046,3792.911147914783
FDR56,OUT045,3108.262239951262
NCN41,OUT017,2084.184504308825
FDC60,OUT027,2903.9508000060596
FDB47,OUT045,3224.286363060746
DRH01,OUT013,2780.3935550157767
FDW08,OUT046,1744.7131210533407
FDF38,OUT027,2196.79138667589
FDY32,OUT017,2749.6171405765635
FDG34,OUT049,1856.6925036624743
FDG47,OUT019,2246.8324587942043
NCF18,OUT035,3061.992515456557
FDL39,OUT019,980.0719726043753
NCH55,OUT035,2084.1425055496948
DRJ35,OUT049,1077.3139903949195
FDS44,OUT035,3921.8540145351435
DRE01,OUT018,3443.858355265518
FDY39,OUT013,3011.039225719185
FDY32,OUT018,2314.3314971741784
FDR33,OUT027,3238.952630181753
NCP50,OUT049,1360.1910533977207
FDZ47,OUT018,1351.3850621220918
FDU57,OUT049,2507.700192694727
FDY44,OUT013,3201.1188073484373
DRH59,OUT018,934.7696370465419
FDB03,OUT027,5220.845103070242
FDY46,OUT045,2898.8191372471483
FDM39,OUT045,2689.8460642558493
FDY36,OUT035,1337.3505041669414
NCM55,OUT035,3000.206458679211
FDJ50,OUT010,-990.0337466209457
DRL60,OUT013,2423.2607711884048
NCJ54,OUT049,3688.501916156616
FDX59,OUT017,737.5454746380128
FDI07,OUT013,3250.5071362245217
DRF51,OUT010,-1337.1546696587466
FDM14,OUT017,1949.0315201080375
FDP21,OUT045,2971.4404314550193
FDE40,OUT035,1127.113165223389
FDE05,OUT035,2468.3590022515855
FDM13,OUT027,3583.8237587932817
FDC34,OUT027,3948.5296095878
NCI55,OUT018,1668.192287437676
NCE43,OUT018,2359.3728898668924
FDW58,OUT018,1452.1826893093094
FDG60,OUT045,3646.957450919741
FDV31,OUT017,2964.285736600592
FDR47,OUT013,3154.659714499241
FDM60,OUT019,-1161.2534444847697
NCF06,OUT018,3783.2293140304973
NCN26,OUT027,3310.2182623917615
FDQ59,OUT049,1495.837161356787
FDF09,OUT046,725.2698493085336
NCS06,OUT017,4304.798838597577
FDT44,OUT046,1959.0232009278989
FDI19,OUT017,4004.494597452678
FDT22,OUT017,1109.5990608340362
NCF54,OUT027,4132.643161275366
DRG25,OUT045,2878.6734568486863
FDB59,OUT017,3273.8972548146266
FDQ37,OUT017,3226.687238519895
FDP56,OUT035,941.2708942141617
FDW44,OUT035,2915.6355229559995
FDJ26,OUT010,1546.1117484796996
FDU43,OUT018,3551.189832079923
FDW33,OUT045,1611.8592413147562
NCX53,OUT027,3739.780277722297
FDN56,OUT010,473.0883145759435
DRF15,OUT049,2446.1182401183178
FDO33,OUT017,1963.2413530546037
FDZ39,OUT010,-180.49552088101336
NCJ19,OUT017,1020.367577376659
FDU01,OUT035,3116.0037136123283
FDT12,OUT035,3694.7825708051823
NCM18,OUT018,702.7180851693556
FDP19,OUT017,2204.1234738969943
NCR42,OUT049,595.3568470218015
FDN10,OUT046,1948.363183357942
FDG44,OUT017,1074.6325382336508
FDQ10,OUT046,2775.5032529935415
DRH13,OUT049,1738.8198927907215
FDT52,OUT013,3924.540987139102
FDM56,OUT045,1749.2381488386454
NCO43,OUT010,-289.95280578111124
NCV29,OUT035,2923.6949565553805
NCF06,OUT013,4116.834571030471
FDO50,OUT035,1598.2839014298079
FDT59,OUT013,3685.0821418525593
FDX40,OUT027,2085.5765609193622
FDE50,OUT017,3181.4891784153588
FDX51,OUT017,3323.577270167807
NCD30,OUT018,1285.5864739991084
FDK15,OUT013,1644.1235670353635
FDL12,OUT045,974.3977849892108
FDK46,OUT017,4234.351124565117
DRH49,OUT010,-615.057466010403
FDQ57,OUT046,2395.8342416263476
FDY59,OUT017,1666.489581609072
FDO09,OUT018,3869.8504485825833
NCG30,OUT035,2066.4804138400796
FDM09,OUT017,2853.476698565617
NCN17,OUT027,3071.1381597431464
NCS42,OUT013,1450.3268924353033
FDD02,OUT019,9.56774391840736
FDE34,OUT013,2906.3380779762083
FDU38,OUT045,2950.129898075902
FDB33,OUT046,2601.450444183851
NCJ29,OUT017,1550.0100941396377
FDZ27,OUT035,880.626263260725
FDI40,OUT013,1638.655329792673
FDG22,OUT013,716.203129574511
FDT51,OUT017,1984.4201486592501
FDF20,OUT018,2913.2899444330396
FDV50,OUT035,1997.8716144340433
FDT02,OUT049,643.8163566927251
DRC49,OUT017,2425.127923277658
FDF26,OUT049,2552.869601450162
FDV52,OUT035,2033.6431000711164
FDX59,OUT049,668.6372240050841
FDV25,OUT035,3646.9039992983016
FDW23,OUT027,2102.458394058398
FDE53,OUT018,1442.7891005115525
FDA19,OUT017,2261.4979232706246
FDH22,OUT046,2039.37080525473
NCO41,OUT013,1614.4966101441678
FDX12,OUT017,4008.409946540458
FDF17,OUT013,3135.993626590789
FDS11,OUT045,3511.7793358432536
FDR51,OUT035,2503.8387803996447
FDT49,OUT010,-222.25224787519255
FDC56,OUT013,1976.7963804919127
FDR13,OUT027,3399.7854333305295
FDQ60,OUT035,2062.581455155465
FDN38,OUT049,4044.893775559569
NCL29,OUT013,2521.1270538140525
FDO13,OUT027,4069.9312463223614
FDE26,OUT018,2041.383632787125
FDA31,OUT010,840.2818339162186
FDX14,OUT035,1283.9318339452293
FDA34,OUT045,2750.3202439430897
FDF26,OUT013,2549.6765476703586
FDE38,OUT045,2625.140893447169
DRI11,OUT046,1885.7292863910407
FDQ60,OUT027,3381.1315398892184
FDL21,OUT027,2170.655645548657
DRC12,OUT027,4476.421667424307
FDC47,OUT046,3626.6480484832864
FDE57,OUT045,2217.8457933936297
FDT14,OUT045,1854.3987462120567
NCZ53,OUT046,3059.3575860195124
FDE28,OUT018,3360.316829737887
FDR19,OUT035,2445.6630095520086
NCF54,OUT019,829.4482863376033
FDZ08,OUT046,1429.700400388654
NCJ05,OUT018,2174.3811239632632
FDF59,OUT046,2109.349538835144
NCO05,OUT035,1715.832237929848
FDW24,OUT018,563.1195274221973
NCX42,OUT018,2350.208536913531
NCA53,OUT035,879.6780042522878
FDI45,OUT019,955.2988185735157
FDG46,OUT046,1909.0943713889574
FDM20,OUT010,1972.6787550013105
FDW11,OUT010,-887.4811234690424
FDX08,OUT035,2989.3921263881057
NCK17,OUT035,786.0640416279057
FDK32,OUT018,2218.610381987033
NCA42,OUT035,2612.818559254665
DRI01,OUT035,2797.4136977146263
NCL55,OUT049,4028.4297051037574
DRE25,OUT018,1219.977839167026
FDD14,OUT017,3046.486342480639
FDB10,OUT046,3762.90812940475
DRN11,OUT035,2386.6570149706968
FDP38,OUT018,611.223400822797
NCA30,OUT017,3075.3581214118894
FDT15,OUT017,3021.107370129379
NCP55,OUT018,663.3054504300526
FDF12,OUT035,2463.7081872577983
FDM21,OUT018,3757.376709609496
FDX56,OUT035,3429.6567594466615
FDF10,OUT017,2467.9699134257535
FDT32,OUT045,3019.9494633814465
FDM51,OUT018,1413.8741004882759
NCR50,OUT018,2159.415787898077
FDI19,OUT049,3885.779824436715
FDX21,OUT017,1866.1380591364432
FDR31,OUT035,2499.8142861638917
FDY02,OUT013,4151.499117137268
NCA29,OUT045,2634.863417118817
NCX17,OUT046,3682.0598522515065
FDM12,OUT045,2999.182659958751
FDI53,OUT027,3997.06588591302
NCU30,OUT049,2648.47554415412
FDC56,OUT027,3404.9053261143126
FDK27,OUT018,1715.4473390384228
NCK18,OUT017,2770.8019675997057
FDB52,OUT019,2140.7621716180292
DRG25,OUT027,4424.604478306224
FDZ13,OUT049,858.0813449535344
FDB57,OUT019,1733.6349770094384
FDR40,OUT046,1424.880800972358
NCO14,OUT019,-1169.477195344749
NCN19,OUT045,2960.073728969757
FDQ28,OUT019,585.7388804250077
FDO13,OUT018,2359.5244535745733
FDK48,OUT013,1313.0373159753944
FDU07,OUT018,2189.375630347713
FDW20,OUT046,2072.871104520076
FDV12,OUT010,-280.1409446806356
FDH24,OUT013,2560.832136412195
FDV59,OUT049,3481.745611097198
FDK57,OUT045,1854.057642562242
FDL16,OUT027,2155.615758213302
NCQ17,OUT046,2499.193595095494
FDJ15,OUT018,2679.3818768297206
FDX24,OUT049,1586.8254229228187
FDT47,OUT046,1676.7052131357195
FDT10,OUT049,1089.216874810576
FDZ37,OUT018,1232.4728613017942
FDW43,OUT027,5166.536942994469
DRN36,OUT017,1663.4232460069325
FDJ14,OUT045,1326.721134281659
FDA32,OUT013,3514.134964120967
FDJ38,OUT019,1195.2508409856819
FDQ57,OUT017,2497.291050953296
NCQ41,OUT019,1190.786466543519
FDG56,OUT049,1114.6996257051796
DRC13,OUT027,3462.3765719301737
FDV55,OUT035,2437.2618778098695
FDQ49,OUT045,2514.591703380778
FDE29,OUT010,-985.035441422544
FDR03,OUT013,3354.0539942902833
FDD45,OUT049,1608.7751070329978
FDN38,OUT010,2085.422600989783
FDT56,OUT046,1067.7944432115182
FDT48,OUT045,3165.1700929207727
FDU03,OUT049,2956.3982170604722
FDC56,OUT010,-36.59193723325734
NCO43,OUT027,3035.844538295787
FDQ27,OUT017,1836.3486759669322
FDR03,OUT046,3371.1171161096863
DRH23,OUT010,-1071.0331065083883
FDG22,OUT045,629.1369922815793
NCJ42,OUT013,1678.416626034319
FDR24,OUT046,1556.9695324728818
FDW60,OUT035,2956.8805063261825
FDJ08,OUT013,3065.539244407919
DRL59,OUT018,606.9809177273273
FDG60,OUT010,1760.808074662622
FDW27,OUT017,2693.7005138428503
FDX14,OUT018,937.9239696849254
FDC20,OUT013,1005.5632823523338
NCS29,OUT018,3874.9427470713126
FDJ56,OUT046,1666.1454482997942
FDB20,OUT019,-607.4100066799583
FDL28,OUT027,5081.83093228389
FDW01,OUT018,2169.329747058495
FDL03,OUT046,3233.292403399275
FDX22,OUT049,3414.6999192149087
FDJ21,OUT035,2446.4898527368205
FDR31,OUT045,2377.06830620415
FDG21,OUT035,2717.251457102
FDS22,OUT027,2217.0862985360727
FDK08,OUT035,1761.67596962901
FDE17,OUT018,2158.3875510254
NCN30,OUT017,1665.9020315763046
FDT50,OUT046,1611.5464933063631
NCX42,OUT049,2638.764269268024
FDJ12,OUT035,3443.3829426282464
NCA18,OUT027,3298.9543843909487
FDP23,OUT019,1559.6305432620138
FDX12,OUT013,3802.622994433448
FDN40,OUT018,2128.4970605908456
FDV48,OUT035,1416.5272567047796
NCY54,OUT013,2694.1984294035647
FDL16,OUT010,-1225.2361003784608
FDR45,OUT018,3519.8881820058596
FDJ52,OUT046,2601.1765624046093
DRG01,OUT017,1378.717564391438
FDP52,OUT013,3698.1587677068455
FDU58,OUT017,3151.8578717752243
FDL02,OUT045,1694.1982544101338
FDG28,OUT013,3910.165198065326
FDA19,OUT035,2197.0623737189017
FDW46,OUT027,2573.3247302274976
NCD43,OUT049,1693.5232172037067
DRG39,OUT013,860.2507347979408
NCF55,OUT049,640.5185103794647
FDJ07,OUT046,1928.2071139118925
FDE08,OUT046,2442.3252669352805
FDP56,OUT019,-1031.4119239531865
FDT45,OUT045,817.8887394270278
FDF17,OUT018,2799.2419041253597
FDX44,OUT046,1510.2757571894763
FDM28,OUT027,4284.261286973488
FDI36,OUT049,3234.178883638888
FDS07,OUT045,1811.7197713197384
FDD36,OUT045,1842.0657220241847
FDW11,OUT046,1057.8760343674803
FDN40,OUT049,2482.486708982673
NCQ18,OUT049,1571.0054524353181
NCQ54,OUT017,2767.1519350176386
NCS42,OUT045,1383.4705750073917
DRH39,OUT010,-738.5247422926332
FDC09,OUT027,3207.770355234781
FDT08,OUT010,525.6755303573009
FDC08,OUT035,3753.387829785599
FDT20,OUT017,820.1321863841731
FDS35,OUT035,1146.1018205838918
FDX58,OUT018,2615.721048426989
FDW58,OUT046,1761.0973244277411
DRD27,OUT046,1626.9240331138571
FDH32,OUT019,-300.5130726680072
FDS26,OUT035,4193.262991439231
FDQ31,OUT046,1539.138323445819
FDP11,OUT018,3202.6402372229204
FDD58,OUT017,1742.5705484001955
FDM33,OUT045,3378.2309209690575
FDZ16,OUT049,3140.3161961466976
NCS29,OUT010,2215.2524228092807
NCM18,OUT019,-959.5379803605028
FDP11,OUT049,3528.5999244085397
NCC42,OUT017,2394.170571281298
DRM23,OUT046,2771.6782565526373
NCN55,OUT027,5211.973131302977
FDK46,OUT013,4103.106840286404
FDR01,OUT046,3275.7388174507214
NCA05,OUT045,2333.064514965212
NCP43,OUT017,2957.5421788578096
FDR12,OUT010,851.8062491874007
FDQ01,OUT013,4116.683114428786
FDM13,OUT046,2160.5476244321035
FDQ19,OUT017,4074.023155641393
FDK56,OUT019,1047.4100657352828
NCX06,OUT010,935.1234777920035
FDO56,OUT027,3437.877408494285
FDU45,OUT045,1791.9734217959194
FDI16,OUT019,-1012.506043531117
FDL32,OUT046,1920.8152890672063
FDA07,OUT046,2115.279426500594
FDA14,OUT045,2245.0995393510675
FDV46,OUT027,3690.910416650193
NCO07,OUT035,3465.2591609979136
NCP41,OUT046,1754.7970915833575
FDY60,OUT018,2046.531592751373
FDN38,OUT017,4067.125875170779
FDO15,OUT046,1330.211961520312
FDT60,OUT013,1989.8957451271854
FDA55,OUT035,3723.4567821524106
FDE02,OUT010,-385.91510670313437
DRJ39,OUT049,3513.784594405035
FDV34,OUT035,1367.9750708919019
FDS20,OUT027,4378.106234654711
FDF02,OUT027,3122.778689807179
FDW40,OUT017,2433.9235539335205
NCB43,OUT046,2961.492525697293
FDR58,OUT017,1614.200155912651
DRJ59,OUT035,793.8357052542997
NCD30,OUT017,1710.0261199893139
FDE14,OUT017,1802.4490524507855
FDC28,OUT018,1440.249875001784
FDU16,OUT018,1107.844688353507
NCD19,OUT035,1005.6191660859331
FDU21,OUT046,694.2523398333142
FDV59,OUT027,4899.922161489245
FDU03,OUT045,2892.521773632485
FDC33,OUT010,1340.0082669449766
NCR42,OUT035,669.8579889682587
DRH59,OUT035,1330.5634388921753
NCM31,OUT035,2420.5294675804034
FDS50,OUT035,3575.6624718509265
FDP39,OUT046,920.4279197976284
FDQ55,OUT013,1996.558500629646
FDV36,OUT019,114.21223739086417
FDI05,OUT027,2699.2981670712325
FDS45,OUT027,3220.952300048084
FDA39,OUT045,618.3852809191594
FDC37,OUT010,-160.00636719181784
FDJ60,OUT027,4141.019182068281
DRQ35,OUT046,2025.332335914747
NCJ06,OUT046,1939.951859977562
NCY42,OUT018,2012.6598202969326
DRM37,OUT049,3156.9152536969777
FDR14,OUT045,731.509392470587
FDE51,OUT049,791.6898270843085
FDT33,OUT017,2838.8683936710586
FDR08,OUT013,1879.4883147796209
FDE36,OUT010,735.074040035659
FDL22,OUT019,-435.1934731854126
FDR44,OUT013,2203.3718523276475
FDI56,OUT019,-436.23845233858447
FDE47,OUT010,149.1699486427242
FDV27,OUT010,-409.41041395647335
FDV10,OUT049,794.130381783194
FDC40,OUT045,1218.1190417065955
NCX41,OUT013,3370.3414765500493
NCQ38,OUT027,3135.1994325561536
FDV12,OUT027,3116.111245387452
FDE52,OUT017,1586.1103885545308
FDG20,OUT027,4316.515397902855
FDV16,OUT027,2048.317180715312
FDI32,OUT017,1975.4940096943174
FDJ32,OUT049,1122.3157145122823
FDN39,OUT018,2464.5699104315427
FDY34,OUT017,2855.035334319109
FDC14,OUT035,873.4633625995193
FDA55,OUT017,3773.8806945848482
FDZ50,OUT010,966.9591985894804
DRG13,OUT049,2660.2218368853355
FDP01,OUT013,2521.4649770463
NCG54,OUT017,2845.1511120035284
FDM13,OUT045,2064.6498753378255
NCO18,OUT027,4262.904539829848
NCW41,OUT013,2525.3445395587187
FDM52,OUT027,3795.7710209559154
NCF55,OUT035,677.6551942822407
FDT09,OUT046,2199.8544075588725
NCM19,OUT035,1862.4132796369813
FDW12,OUT018,2133.955827640166
FDP15,OUT019,2134.3045858970436
FDK36,OUT045,768.9842543918348
FDZ25,OUT035,2908.7715106247633
NCW06,OUT049,3083.797097951421
FDW60,OUT046,2944.0337910561066
DRC49,OUT013,2323.4843727648986
NCT17,OUT035,3103.691843929715
NCN06,OUT018,2292.9574855892133
FDC45,OUT013,2755.098997395471
DRJ47,OUT019,834.3664490498923
NCF06,OUT045,4000.213762804473
FDE21,OUT010,15.630453653240693
DRG27,OUT013,669.5251922901662
FDW40,OUT049,2316.831233557954
NCO53,OUT046,2937.7608584045956
FDE23,OUT049,875.5361625563819
FDQ16,OUT046,1772.8103997457365
FDS26,OUT045,3989.5528172461054
FDZ13,OUT010,-1086.0391313605942
FDS14,OUT049,2508.4702255221346
FDC10,OUT045,1882.2978366250754
FDY16,OUT049,3021.49277172616
FDJ20,OUT035,2172.854941393205
FDV43,OUT035,844.8534805893287
FDZ32,OUT027,3239.410541044126
FDR23,OUT046,2827.1584359359404
FDN24,OUT035,961.777614520528
FDE34,OUT027,4333.57820144009
FDU31,OUT013,3572.1884816848033
FDW33,OUT018,1433.7376269875967
FDU26,OUT046,1939.6818426271348
FDE20,OUT027,4242.056360695817
NCW05,OUT035,1765.1890082253522
FDB22,OUT018,2156.90310381529
FDO56,OUT046,1995.70666563962
FDA19,OUT027,3561.3061792954104
DRI39,OUT045,817.2226871185849
FDH52,OUT018,740.7107967766351
FDZ50,OUT035,2999.86910027625
NCN42,OUT035,2423.7706074102316
FDB53,OUT013,2349.7303643970517
DRG11,OUT017,1897.0681909778796
DRK11,OUT027,3888.1220710545604
FDQ60,OUT017,2136.259300949794
FDT36,OUT017,714.5994031599839
DRG25,OUT018,2655.463802718208
DRJ23,OUT046,3075.6911167685757
FDG05,OUT035,2628.1439695494482
NCK06,OUT018,1649.969532457675
FDU52,OUT017,2580.2727058820747
FDW07,OUT018,1200.4878967774566
NCM17,OUT045,683.6060404319578
FDA22,OUT045,2645.536302300461
NCA41,OUT018,2801.2241782303463
FDF38,OUT035,885.0214863752044
FDH52,OUT046,1095.6208264185989
FDY58,OUT019,1727.3300528664113
FDZ16,OUT045,3025.1324219770904
NCM18,OUT017,1116.2353742664127
FDA22,OUT018,2400.495174604017
NCJ43,OUT035,2876.1480119579937
FDI34,OUT027,5124.855255171802
FDG56,OUT046,1128.1175432155433
FDS34,OUT046,1932.6444912601728
DRC01,OUT035,972.897566790969
FDQ04,OUT035,737.4438463862462
FDK04,OUT035,1036.0465435871592
FDT51,OUT049,1882.7749110866134
FDV26,OUT017,3251.7779366789036
FDS04,OUT049,2195.5816222107533
FDW43,OUT018,3417.7068244071706
FDQ28,OUT010,554.6569861418684
NCK06,OUT017,2068.1920331505244
FDS23,OUT018,1792.7226351829595
FDZ36,OUT019,1120.636664409656
FDE56,OUT018,793.7278120349656
FDW10,OUT027,4241.352364022154
NCN14,OUT045,2853.5885266985715
NCQ18,OUT045,1466.7206128012185
FDW08,OUT017,1909.3130585018516
FDU43,OUT035,3911.1840811254806
FDR33,OUT010,-162.8914239431324
FDM24,OUT010,524.8379605484952
NCZ05,OUT046,1699.8219475024962
NCV41,OUT035,1909.5328704914864
FDV11,OUT018,2533.9760693347635
NCY05,OUT035,722.6877542880393
FDV44,OUT018,2801.8533058242465
FDW32,OUT049,1485.6390494798397
NCU18,OUT027,3697.491559077578
NCC43,OUT035,4053.990547430847
FDW19,OUT013,1898.7433572652953
FDN31,OUT035,3168.05915468304
FDI48,OUT045,830.5761242070002
FDS24,OUT017,1640.0521207334677
FDF46,OUT049,1914.892830226032
DRG23,OUT017,2561.282806162766
FDG14,OUT018,2206.068974242211
NCY30,OUT049,2871.106132405155
FDO28,OUT018,1677.3093145032472
DRD24,OUT035,2356.375382544473
FDI33,OUT049,1508.4166101384326
FDN32,OUT046,3038.6484455995087
FDR16,OUT045,3319.1035587941005
FDF26,OUT046,2574.058168090676
NCN29,OUT018,546.459642151065
FDE20,OUT045,2715.982002997858
FDA46,OUT046,3075.8363207607326
FDU28,OUT045,2928.5444831366476
FDQ48,OUT045,1597.1216168156825
FDV36,OUT013,2099.3917010042787
FDR14,OUT018,528.4374090709462
FDP23,OUT017,3590.3256488598417
FDP56,OUT013,922.7185891402187
FDK48,OUT010,-659.1254664066946
FDR48,OUT046,2459.1016363822127
NCY29,OUT049,985.389661102221
FDM22,OUT018,650.9674052159244
DRJ01,OUT013,2582.153156062108
FDZ43,OUT045,3878.2452521276136
FDV03,OUT035,2560.871856851314
FDX11,OUT027,4366.456230704629
NCA41,OUT027,4523.5785975484905
FDE38,OUT017,2835.685282253864
FDI27,OUT018,497.9634102654527
FDN32,OUT013,2986.2423036448163
NCN43,OUT017,2085.074892321325
FDB47,OUT027,4724.37732878275
FDV03,OUT017,2619.0762085439346
NCN30,OUT045,1468.1374191871291
NCV54,OUT010,-6.227594464580761
